transaction_id,customer_id,customer_name,service_type,transaction_amount,fee_amount,channel,transaction_timestamp,status,customer_rating
TXN-5446918,CUST-5086,Emeka Adeleke,Data Purchase,2342.35,0.0,USSD,2024-02-08 09:56:58,Failed,
TXN-9515405,CUST-3164,Chioma Okafor,Airtime Purchase,3918.36,0.0,Mobile App,2024-07-21 09:42:14,Success,5
TXN-5975960,CUST-4429,Chioma Chukwu,Data Purchase,1338.96,0.0,Web Portal,2024-11-06 21:25:54,Success,4
TXN-3168660,CUST-2715,Bisi Adebayo,Bank Transfer,401334.44,2006.67,Mobile App,2024-12-14 21:15:14,Success,4
TXN-6811120,CUST-5727,Kelechi Adeyemi,Bank Transfer,5707.9,10.0,Mobile App,2024-04-19 03:20:38,Pending,
TXN-8546509,CUST-4645,Yusuf Okeke,Data Purchase,2545.46,0.0,Mobile App,2024-05-04 10:18:25,Success,1
TXN-3886146,CUST-1772,Yusuf Umar,Bank Transfer,412283.4,2061.42,Web Portal,2024-11-21 03:13:30,Success,2
TXN-7827638,CUST-1214,Chioma Balogun,Airtime Purchase,328.27,0.0,Mobile App,2024-06-12 21:32:44,Success,5
TXN-1360328,CUST-2114,Yusuf Bakare,Bank Transfer,266229.32,1331.15,Mobile App,2024-01-28 10:10:53,Success,4
TXN-2906920,CUST-1909,Funke Adeleke,Data Purchase,4276.44,0.0,Mobile App,2024-05-12 06:11:26,Success,5
TXN-9525007,CUST-1463,Kelechi Bakare,Bank Transfer,130383.5,651.92,USSD,2024-06-01 13:24:19,Failed,
TXN-6188038,CUST-4064,Amarachi Bello,Airtime Purchase,3505.61,0.0,Mobile App,2024-09-22 11:41:08,Success,5
TXN-4933758,CUST-2174,Chinedu Oni,Airtime Purchase,1751.81,0.0,Mobile App,2024-12-25 20:23:41,Success,4
TXN-5369281,CUST-1425,Jide Abubakar,Data Purchase,740.61,0.0,Mobile App,2024-12-29 09:59:29,Success,5
TXN-5751790,CUST-2933,Folake Nwosu,Bank Transfer,343800.84,1719.0,Mobile App,2024-06-02 11:12:56,Pending,
TXN-2504956,CUST-3726,Amarachi Sanni,Bank Transfer,411248.82,2056.24,Mobile App,2024-07-11 04:07:00,Success,5
TXN-5907361,CUST-5271,Ngozi Bakare,Bill Payment,12321.42,100.0,Mobile App,2024-07-17 21:54:45,Success,4
TXN-2670182,CUST-3485,Ngozi Nnamdi,Data Purchase,4734.47,0.0,Mobile App,2024-05-18 13:45:40,Success,4
TXN-9797508,CUST-3938,Jide Bakare,Bank Transfer,81912.68,409.56,Mobile App,2024-07-10 08:28:25,Success,4
TXN-3150202,CUST-1758,Segun Chukwu,Bank Transfer,467900.13,2339.5,Mobile App,2024-10-29 12:36:39,Pending,
TXN-7799286,CUST-2016,Efe Balogun,Bank Transfer,475728.56,2378.64,Mobile App,2024-03-27 03:03:14,Success,4
TXN-8689107,CUST-4895,Obinna Bello,Bill Payment,23802.69,100.0,Web Portal,2024-02-02 02:46:01,Success,5
TXN-5969313,CUST-5997,Efe Okafor,Bank Transfer,486741.51,2433.71,Mobile App,2024-07-05 03:03:49,Success,5
TXN-9544049,CUST-2638,Bisi Chukwu,Bank Transfer,224763.7,1123.82,Mobile App,2024-08-10 00:39:22,Success,4
TXN-5685769,CUST-1516,Zainab Oni,Bank Transfer,309633.14,1548.17,USSD,2024-10-19 06:24:53,Success,2
TXN-3198106,CUST-4634,Amina Babangida,Airtime Purchase,3917.37,0.0,Web Portal,2024-09-15 17:42:44,Success,2
TXN-8969787,CUST-4463,Musa Mohammed,Bank Transfer,106642.63,533.21,Mobile App,2024-09-14 19:33:40,Success,2
TXN-5178173,CUST-5838,Emeka Bello,Bank Transfer,12203.21,61.02,Mobile App,2024-10-31 18:18:19,Success,5
TXN-4224546,CUST-3922,Segun Mohammed,Airtime Purchase,2436.18,0.0,Mobile App,2024-12-28 16:02:03,Success,5
TXN-3441623,CUST-5183,Chinedu Bello,Data Purchase,477.13,0.0,USSD,2024-12-19 12:06:21,Success,4
TXN-2298340,CUST-2507,Bolaji Adeleke,Bill Payment,15108.07,100.0,Mobile App,2024-04-27 06:05:50,Success,5
TXN-2770538,CUST-2311,Kelechi Adeleke,Airtime Purchase,2796.57,0.0,USSD,2024-01-11 00:35:28,Success,5
TXN-8310103,CUST-2775,Bolaji Nnamdi,Bill Payment,17469.42,100.0,Mobile App,2024-11-10 20:39:58,Success,4
TXN-6266856,CUST-1989,Zainab Nwosu,Airtime Purchase,2667.86,0.0,USSD,2024-12-08 13:49:30,Success,4
TXN-2097788,CUST-5195,Fatima Adebayo,Airtime Purchase,2770.81,0.0,USSD,2024-01-15 07:14:00,Success,5
TXN-1203422,CUST-2432,Funke Adeyemi,Bank Transfer,402294.51,2011.47,USSD,2024-04-05 20:12:06,Success,5
TXN-5365900,CUST-1331,Amina Nwosu,Bill Payment,23078.06,100.0,Mobile App,2024-09-21 00:44:10,Success,5
TXN-9306255,CUST-2172,Amarachi Abubakar,Data Purchase,2381.46,0.0,Web Portal,2024-12-29 02:47:39,Success,4
TXN-9541193,CUST-3479,Ngozi Umar,Bank Transfer,430172.35,2150.86,Web Portal,2024-03-07 02:08:08,Success,4
TXN-7322348,CUST-1373,Tunde Ibrahim,Data Purchase,2859.16,0.0,Mobile App,2024-05-06 17:06:49,Success,5
TXN-1720642,CUST-3587,Funke Okonkwo,Data Purchase,704.57,0.0,Mobile App,2024-12-11 07:49:43,Success,5
TXN-4960374,CUST-3387,Yakubu Okafor,Airtime Purchase,4306.95,0.0,Mobile App,2024-06-24 07:44:36,Pending,
TXN-6629489,CUST-3247,Zainab Adebayo,Airtime Purchase,2542.43,0.0,Mobile App,2024-08-17 15:57:17,Success,5
TXN-2386077,CUST-3453,Amarachi Okonkwo,Data Purchase,4176.29,0.0,Mobile App,2024-06-29 14:35:03,Success,4
TXN-9578323,CUST-4870,Zainab Bello,Data Purchase,1493.66,0.0,Mobile App,2024-08-20 17:57:54,Success,5
TXN-9739415,CUST-5283,Fatima Bakare,Bank Transfer,147668.14,738.34,USSD,2024-12-01 16:26:22,Success,5
TXN-6797832,CUST-3226,Danjuma Okafor,Bank Transfer,248347.05,1241.74,Web Portal,2024-01-17 03:53:29,Success,4
TXN-6374600,CUST-1201,Funke Adeleke,Bank Transfer,380823.86,1904.12,Mobile App,2024-10-02 12:17:36,Success,4
TXN-7039540,CUST-1829,Uche Adeyemi,Airtime Purchase,4830.08,0.0,USSD,2024-10-13 20:01:30,Success,4
TXN-1064090,CUST-1993,Musa Abubakar,Data Purchase,428.78,0.0,Mobile App,2024-07-30 02:41:01,Success,5
TXN-7658396,CUST-5529,Zainab Nnamdi,Bank Transfer,207536.54,1037.68,Mobile App,2024-07-03 08:47:08,Success,3
TXN-4710279,CUST-5715,Efe Eze,Bank Transfer,95773.21,478.87,Mobile App,2024-12-28 10:27:17,Success,5
TXN-7490276,CUST-4865,Amina Nwosu,Bank Transfer,399001.31,1995.01,USSD,2024-07-03 23:45:30,Success,5
TXN-8151197,CUST-1853,Funke Adeyemi,Bank Transfer,466692.19,2333.46,Mobile App,2024-02-15 01:26:55,Success,5
TXN-8373762,CUST-2152,Funke Okafor,Bank Transfer,351403.34,1757.02,USSD,2024-05-05 17:48:33,Success,3
TXN-4852288,CUST-2328,Bisi Adebayo,Bill Payment,33696.71,100.0,Mobile App,2024-10-23 10:03:17,Success,5
TXN-9621510,CUST-2339,Fatima Oni,Airtime Purchase,1659.56,0.0,USSD,2024-04-28 00:38:12,Success,2
TXN-5524566,CUST-1075,Obinna Abubakar,Airtime Purchase,1416.81,0.0,Mobile App,2024-04-24 04:44:12,Success,2
TXN-2677947,CUST-3750,Amarachi Bakare,Data Purchase,3761.29,0.0,USSD,2024-06-03 10:57:24,Success,3
TXN-5305426,CUST-2080,Danjuma Eze,Data Purchase,1821.26,0.0,Mobile App,2024-12-18 07:44:07,Success,3
TXN-8809396,CUST-3433,Emeka Nwosu,Bank Transfer,187622.72,938.11,Mobile App,2024-10-04 00:46:09,Success,5
TXN-5546577,CUST-2338,Danjuma Sanni,Bill Payment,3522.54,100.0,Mobile App,2024-10-28 11:42:44,Success,4
TXN-8208723,CUST-2055,Danjuma Adeleke,Airtime Purchase,855.86,0.0,Mobile App,2024-04-28 05:30:42,Success,4
TXN-6590371,CUST-4788,Uche Babangida,Bill Payment,42536.93,100.0,USSD,2024-12-13 22:57:12,Success,5
TXN-3157175,CUST-2160,Zainab Bello,Bank Transfer,49231.16,246.16,Mobile App,2024-04-21 10:35:51,Success,5
TXN-2943933,CUST-1893,Kelechi Okafor,Data Purchase,3638.83,0.0,USSD,2024-10-30 11:12:34,Success,5
TXN-4762856,CUST-5375,Jide Ibrahim,Data Purchase,2509.18,0.0,Mobile App,2024-03-21 02:09:34,Success,4
TXN-8951473,CUST-1306,Funke Nnamdi,Bank Transfer,315283.04,1576.42,Web Portal,2024-07-24 19:28:16,Success,4
TXN-1860930,CUST-1491,Obinna Adebayo,Data Purchase,1540.18,0.0,Mobile App,2024-05-02 10:15:57,Success,4
TXN-7193183,CUST-3422,Musa Sanni,Bank Transfer,42825.42,214.13,USSD,2024-04-19 06:49:27,Success,4
TXN-9277408,CUST-2161,Amarachi Sanni,Bill Payment,9945.42,100.0,Mobile App,2024-08-01 10:03:15,Success,4
TXN-3532881,CUST-4289,Emeka Eze,Bank Transfer,177080.33,885.4,Mobile App,2024-09-25 14:00:10,Failed,
TXN-9978828,CUST-5813,Amarachi Umar,Bill Payment,12326.64,100.0,Mobile App,2024-10-06 18:40:24,Failed,
TXN-9187004,CUST-2780,Obinna Chukwu,Bill Payment,17012.19,100.0,Web Portal,2024-03-25 08:53:40,Success,5
TXN-8191492,CUST-3942,Amina Chukwu,Bill Payment,38611.15,100.0,USSD,2024-02-22 00:34:28,Success,5
TXN-8314681,CUST-2379,Tunde Oni,Airtime Purchase,931.89,0.0,Mobile App,2024-02-21 12:26:25,Success,4
TXN-4034186,CUST-1226,Musa Balogun,Bank Transfer,49693.07,248.47,Web Portal,2024-07-03 12:11:51,Success,5
TXN-1635755,CUST-1768,Tunde Ibrahim,Airtime Purchase,4266.23,0.0,USSD,2024-02-08 22:21:58,Success,5
TXN-4142325,CUST-3217,Yusuf Okonkwo,Data Purchase,1066.49,0.0,Mobile App,2024-12-02 22:37:57,Success,5
TXN-3152304,CUST-2336,Obinna Nnamdi,Bill Payment,45175.96,100.0,Mobile App,2024-10-01 02:16:49,Success,5
TXN-3331234,CUST-2629,Amina Eze,Bank Transfer,441180.43,2205.9,Mobile App,2024-06-21 01:22:15,Failed,
TXN-7303355,CUST-4095,Amina Ibrahim,Airtime Purchase,4059.72,0.0,Mobile App,2024-09-24 21:25:22,Failed,
TXN-4224713,CUST-2982,Ngozi Nwosu,Bank Transfer,66253.15,331.27,Mobile App,2024-05-30 17:19:04,Success,5
TXN-2812520,CUST-2789,Fatima Bello,Airtime Purchase,1774.57,0.0,Web Portal,2024-02-26 23:47:15,Success,4
TXN-8596232,CUST-4843,Chioma Babangida,Bank Transfer,226908.19,1134.54,USSD,2024-03-19 21:44:54,Success,5
TXN-5709350,CUST-3503,Tunde Babangida,Bill Payment,47950.65,100.0,Mobile App,2024-03-14 08:10:29,Success,4
TXN-7950522,CUST-1167,Uche Bakare,Airtime Purchase,4748.77,0.0,Mobile App,2024-10-17 21:31:34,Success,5
TXN-4495106,CUST-5916,Musa Eze,Data Purchase,778.61,0.0,Mobile App,2024-11-25 15:00:31,Success,4
TXN-9545447,CUST-2672,Chioma Umar,Airtime Purchase,2268.24,0.0,USSD,2024-03-30 18:48:20,Success,5
TXN-3935678,CUST-2497,Bolaji Babangida,Bill Payment,49361.75,100.0,USSD,2024-03-31 17:24:56,Success,1
TXN-2218066,CUST-1950,Ngozi Okafor,Data Purchase,717.66,0.0,Mobile App,2024-03-18 13:02:36,Success,5
TXN-8750062,CUST-3184,Bisi Eze,Data Purchase,3889.12,0.0,Mobile App,2024-11-17 11:42:12,Success,5
TXN-4238445,CUST-2268,Chinedu Mohammed,Airtime Purchase,2012.5,0.0,Mobile App,2024-05-04 19:18:39,Success,5
TXN-5283266,CUST-5849,Efe Okafor,Data Purchase,2441.19,0.0,USSD,2024-03-18 02:24:44,Success,5
TXN-5730840,CUST-2567,Zainab Balogun,Bill Payment,11323.17,100.0,Mobile App,2024-11-17 00:31:29,Success,5
TXN-8113778,CUST-3881,Yusuf Danjuma,Bank Transfer,320088.67,1600.44,Mobile App,2024-04-29 16:33:17,Success,5
TXN-5337122,CUST-2083,Bisi Adeleke,Bank Transfer,317931.14,1589.66,Web Portal,2024-09-30 01:31:06,Success,5
TXN-9052615,CUST-5619,Jide Nwosu,Airtime Purchase,4951.87,0.0,USSD,2024-07-15 13:05:21,Success,5
TXN-9629519,CUST-4928,Amarachi Okeke,Bank Transfer,294754.55,1473.77,Mobile App,2024-09-08 10:44:56,Success,3
TXN-3827425,CUST-4751,Tunde Bakare,Bank Transfer,151328.23,756.64,USSD,2024-04-26 10:15:24,Success,4
TXN-8264963,CUST-5728,Bolaji Nwosu,Bank Transfer,258675.34,1293.38,Web Portal,2024-11-04 23:17:06,Success,5
TXN-7673947,CUST-4496,Bisi Oni,Bank Transfer,250390.54,1251.95,Mobile App,2024-09-19 20:38:14,Success,1
TXN-4157365,CUST-2131,Zainab Danjuma,Airtime Purchase,1578.45,0.0,USSD,2024-07-25 05:14:11,Success,5
TXN-3635938,CUST-2547,Folake Nnamdi,Bank Transfer,190006.51,950.03,Mobile App,2024-03-16 10:05:49,Success,2
TXN-8199939,CUST-1623,Bisi Adeyemi,Data Purchase,2637.91,0.0,USSD,2024-02-16 18:11:33,Success,3
TXN-1291218,CUST-5342,Emeka Balogun,Airtime Purchase,3113.69,0.0,USSD,2024-07-28 07:45:14,Success,5
TXN-8904714,CUST-5833,Funke Balogun,Bank Transfer,287015.16,1435.08,Mobile App,2024-01-29 13:00:06,Success,5
TXN-8499042,CUST-4099,Fatima Okafor,Airtime Purchase,4011.35,0.0,Mobile App,2024-02-20 04:51:51,Success,3
TXN-8957194,CUST-4786,Obinna Adebayo,Bank Transfer,450516.8,2252.58,Mobile App,2024-05-17 14:45:36,Success,4
TXN-9421284,CUST-4677,Fatima Adeleke,Data Purchase,1857.68,0.0,Mobile App,2024-05-12 20:19:33,Success,4
TXN-7718212,CUST-1285,Chioma Chukwu,Airtime Purchase,1103.18,0.0,USSD,2024-11-13 04:51:52,Success,5
TXN-7923654,CUST-3360,Obinna Okeke,Data Purchase,274.38,0.0,Mobile App,2024-09-25 17:03:24,Success,5
TXN-7838838,CUST-3793,Musa Nwosu,Bank Transfer,309212.72,1546.06,Web Portal,2024-04-11 10:34:04,Success,2
TXN-5606963,CUST-3495,Folake Balogun,Bank Transfer,422498.8,2112.49,Mobile App,2024-03-18 04:47:27,Success,5
TXN-1777165,CUST-4279,Emeka Abubakar,Data Purchase,1574.99,0.0,USSD,2024-02-16 22:26:12,Success,5
TXN-2587528,CUST-3365,Yakubu Nnamdi,Bill Payment,20483.93,100.0,Mobile App,2024-03-09 22:37:53,Success,5
TXN-9667531,CUST-2015,Obinna Okeke,Data Purchase,4628.54,0.0,Mobile App,2024-01-03 08:47:34,Success,5
TXN-6321457,CUST-4944,Segun Balogun,Data Purchase,135.39,0.0,Mobile App,2024-03-11 23:04:12,Success,4
TXN-7543473,CUST-3919,Segun Adeleke,Data Purchase,4710.2,0.0,Mobile App,2024-05-03 00:47:55,Success,4
TXN-8477322,CUST-1876,Bolaji Okonkwo,Bank Transfer,123663.59,618.32,USSD,2024-11-09 13:40:56,Success,4
TXN-3375879,CUST-3179,Yakubu Adeyemi,Airtime Purchase,1086.51,0.0,Mobile App,2024-11-16 06:51:45,Success,5
TXN-4206711,CUST-4191,Yakubu Nwosu,Airtime Purchase,4452.72,0.0,Mobile App,2024-11-02 13:33:56,Success,5
TXN-8423892,CUST-3124,Emeka Adebayo,Airtime Purchase,3538.05,0.0,USSD,2024-04-30 00:39:19,Success,5
TXN-9997261,CUST-1107,Bisi Sanni,Airtime Purchase,2742.98,0.0,Mobile App,2024-02-26 03:42:02,Success,5
TXN-5114102,CUST-4621,Kelechi Nnamdi,Data Purchase,3571.32,0.0,Web Portal,2024-12-10 20:39:12,Success,1
TXN-2334188,CUST-4126,Obinna Okonkwo,Bank Transfer,143658.61,718.29,USSD,2024-10-24 23:17:29,Success,3
TXN-4891578,CUST-3533,Efe Chukwu,Bill Payment,45538.25,100.0,Mobile App,2024-07-09 06:18:44,Success,2
TXN-3514198,CUST-1016,Funke Ibrahim,Bank Transfer,268855.76,1344.28,Mobile App,2024-05-15 21:47:32,Success,1
TXN-5591187,CUST-2033,Chinedu Bakare,Bill Payment,19630.92,100.0,Mobile App,2024-11-12 03:24:45,Success,5
TXN-1473986,CUST-1153,Yusuf Okeke,Airtime Purchase,1341.16,0.0,Web Portal,2024-01-01 17:53:37,Success,4
TXN-9244293,CUST-3490,Tunde Eze,Airtime Purchase,2449.55,0.0,Mobile App,2024-03-27 06:43:04,Success,3
TXN-5232662,CUST-4143,Bolaji Ibrahim,Bill Payment,15783.25,100.0,Web Portal,2024-07-26 18:13:46,Success,1
TXN-1335442,CUST-1183,Emeka Adeyemi,Bank Transfer,93573.8,467.87,Mobile App,2024-04-05 12:42:08,Success,5
TXN-4360827,CUST-4942,Jide Nwosu,Airtime Purchase,3506.67,0.0,Mobile App,2024-04-27 14:06:28,Pending,
TXN-9773499,CUST-5564,Kelechi Adeleke,Bank Transfer,311033.96,1555.17,Mobile App,2024-03-29 03:01:34,Success,3
TXN-6286626,CUST-1011,Zainab Babangida,Airtime Purchase,1699.55,0.0,Mobile App,2024-09-03 03:48:31,Success,5
TXN-4728666,CUST-2373,Danjuma Oni,Data Purchase,1434.5,0.0,Mobile App,2024-12-17 07:52:25,Success,5
TXN-3401800,CUST-2301,Chioma Ibrahim,Bank Transfer,410545.72,2052.73,Mobile App,2024-03-03 19:25:43,Success,5
TXN-2408602,CUST-1837,Yakubu Oni,Data Purchase,3753.83,0.0,Mobile App,2024-05-15 21:52:04,Success,4
TXN-4225334,CUST-5548,Amina Adeleke,Airtime Purchase,1463.79,0.0,Mobile App,2024-09-21 04:25:38,Success,4
TXN-1092241,CUST-3653,Amina Eze,Bill Payment,24596.33,100.0,Mobile App,2024-08-16 03:33:03,Success,5
TXN-1717111,CUST-2069,Amina Danjuma,Airtime Purchase,3752.09,0.0,Mobile App,2024-12-09 21:49:57,Success,5
TXN-1721119,CUST-1648,Fatima Bello,Data Purchase,4986.33,0.0,Mobile App,2024-03-17 23:06:53,Success,4
TXN-3524968,CUST-3508,Fatima Umar,Data Purchase,4366.6,0.0,Web Portal,2024-02-11 23:09:03,Success,3
TXN-7416797,CUST-5214,Chinedu Nnamdi,Data Purchase,4322.74,0.0,USSD,2024-11-12 00:13:46,Success,2
TXN-4935423,CUST-2514,Zainab Babangida,Bank Transfer,113862.24,569.31,Mobile App,2024-05-29 18:06:42,Success,4
TXN-2891314,CUST-2979,Yusuf Nnamdi,Airtime Purchase,4325.18,0.0,Mobile App,2024-10-30 18:40:48,Failed,
TXN-9958889,CUST-2090,Chinedu Abubakar,Bank Transfer,146446.9,732.23,Mobile App,2024-12-23 16:09:28,Pending,
TXN-2982228,CUST-4807,Emeka Adeleke,Bank Transfer,165985.8,829.93,Mobile App,2024-02-07 09:01:07,Success,2
TXN-1939560,CUST-4359,Folake Nwosu,Bank Transfer,192487.69,962.44,USSD,2024-12-28 08:13:49,Success,4
TXN-5832995,CUST-1918,Yusuf Mohammed,Data Purchase,4473.82,0.0,Mobile App,2024-02-01 16:44:15,Success,5
TXN-4582074,CUST-3347,Yusuf Abubakar,Airtime Purchase,4548.96,0.0,Mobile App,2024-07-11 02:48:01,Pending,
TXN-4877200,CUST-2487,Chioma Adeyemi,Data Purchase,3487.04,0.0,Mobile App,2024-08-15 06:41:31,Success,5
TXN-7911674,CUST-1263,Tunde Mohammed,Bank Transfer,287631.78,1438.16,Mobile App,2024-03-24 18:22:27,Success,5
TXN-4137706,CUST-2414,Bisi Adeleke,Airtime Purchase,4975.64,0.0,Mobile App,2024-06-23 22:06:04,Success,5
TXN-1061784,CUST-2480,Emeka Sanni,Bank Transfer,337915.37,1689.58,Mobile App,2024-11-03 18:26:18,Success,5
TXN-6941310,CUST-3766,Amarachi Bello,Airtime Purchase,3427.28,0.0,Mobile App,2024-11-30 23:07:43,Success,4
TXN-2380602,CUST-1764,Fatima Chukwu,Bank Transfer,86644.87,433.22,Mobile App,2024-12-22 07:53:39,Success,5
TXN-5334186,CUST-1130,Yusuf Bello,Data Purchase,1364.51,0.0,Mobile App,2024-03-16 22:22:26,Success,5
TXN-7434589,CUST-3469,Kelechi Okeke,Airtime Purchase,920.79,0.0,Mobile App,2024-07-25 07:17:16,Success,5
TXN-6837595,CUST-3202,Efe Mohammed,Data Purchase,340.02,0.0,USSD,2024-06-09 03:25:41,Success,5
TXN-5786880,CUST-5518,Bisi Nnamdi,Bill Payment,27126.5,100.0,USSD,2024-11-05 02:06:50,Failed,
TXN-4619669,CUST-3830,Bolaji Adebayo,Airtime Purchase,3392.79,0.0,USSD,2024-04-09 09:08:54,Success,5
TXN-7010578,CUST-2390,Zainab Oni,Data Purchase,886.6,0.0,Mobile App,2024-08-06 02:25:38,Success,5
TXN-2686588,CUST-1922,Obinna Balogun,Data Purchase,4001.81,0.0,USSD,2024-09-19 16:53:14,Failed,
TXN-7376208,CUST-2491,Danjuma Okonkwo,Airtime Purchase,1456.57,0.0,Mobile App,2024-12-08 08:33:20,Success,4
TXN-6880202,CUST-4499,Musa Umar,Data Purchase,2595.16,0.0,USSD,2024-04-06 03:47:50,Success,5
TXN-6368608,CUST-3477,Efe Umar,Data Purchase,202.93,0.0,USSD,2024-09-11 09:55:20,Success,5
